,loss,loss,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,train,valid,train,valid,train,valid,train,valid,train,valid
epoch-1,0.08805741812502989,0.017590663170253144,0.9475446428571429,0.9949774733357852,0.9929315476190476,0.9981350373911965,0.9475446428571429,0.9949774733357852,0.9490593112244898,0.9950842804522937
